instant,date,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_count,bln,cuaca,musim
2593,2011-04-22,2,0,4,22,0,5,Weekday,3,0.3,0.303,1.0,0.1343,3,21,24,Apr,Light Snow,Summer
2594,2011-04-22,2,0,4,23,0,5,Weekday,3,0.32,0.3333,0.93,0.1045,0,17,17,Apr,Light Snow,Summer
2595,2011-04-23,2,0,4,0,0,6,Weekend,2,0.32,0.3182,1.0,0.194,0,18,18,Apr,Cloudy,Summer
2596,2011-04-23,2,0,4,1,0,6,Weekend,2,0.32,0.3182,1.0,0.194,5,11,16,Apr,Cloudy,Summer
2597,2011-04-23,2,0,4,2,0,6,Weekend,3,0.32,0.3333,1.0,0.1343,3,14,17,Apr,Light Snow,Summer
2598,2011-04-23,2,0,4,3,0,6,Weekend,3,0.32,0.3333,1.0,0.0896,0,4,4,Apr,Light Snow,Summer
2599,2011-04-23,2,0,4,4,0,6,Weekend,3,0.34,0.3636,1.0,0.0,2,3,5,Apr,Light Snow,Summer
2600,2011-04-23,2,0,4,5,0,6,Weekend,3,0.34,0.3636,1.0,0.0,1,6,7,Apr,Light Snow,Summer
2601,2011-04-23,2,0,4,6,0,6,Weekend,2,0.34,0.3333,1.0,0.1642,0,11,11,Apr,Cloudy,Summer
2602,2011-04-23,2,0,4,7,0,6,Weekend,3,0.34,0.3333,1.0,0.1642,2,17,19,Apr,Light Snow,Summer
2603,2011-04-23,2,0,4,8,0,6,Weekend,2,0.36,0.3333,1.0,0.2537,15,32,47,Apr,Cloudy,Summer
2604,2011-04-23,2,0,4,9,0,6,Weekend,2,0.38,0.3939,0.94,0.2985,13,55,68,Apr,Cloudy,Summer
2605,2011-04-23,2,0,4,10,0,6,Weekend,2,0.42,0.4242,0.88,0.2239,36,93,129,Apr,Cloudy,Summer
2606,2011-04-23,2,0,4,11,0,6,Weekend,2,0.46,0.4545,0.88,0.2239,68,164,232,Apr,Cloudy,Summer
2607,2011-04-23,2,0,4,12,0,6,Weekend,1,0.52,0.5,0.83,0.4179,94,197,291,Apr,Clear,Summer
2608,2011-04-23,2,0,4,13,0,6,Weekend,1,0.52,0.5,0.83,0.3881,126,186,312,Apr,Clear,Summer
2609,2011-04-23,2,0,4,14,0,6,Weekend,1,0.58,0.5455,0.78,0.3582,182,209,391,Apr,Clear,Summer
2610,2011-04-23,2,0,4,15,0,6,Weekend,1,0.6,0.5909,0.73,0.3881,171,226,397,Apr,Clear,Summer
2611,2011-04-23,2,0,4,16,0,6,Weekend,1,0.6,0.5909,0.73,0.2836,180,246,426,Apr,Clear,Summer
2612,2011-04-23,2,0,4,17,0,6,Weekend,1,0.6,0.5909,0.73,0.3284,168,215,383,Apr,Clear,Summer
2613,2011-04-23,2,0,4,18,0,6,Weekend,1,0.58,0.5455,0.78,0.194,149,227,376,Apr,Clear,Summer
2614,2011-04-23,2,0,4,19,0,6,Weekend,1,0.56,0.5303,0.83,0.2836,84,199,283,Apr,Clear,Summer
2615,2011-04-23,2,0,4,20,0,6,Weekend,2,0.54,0.5152,0.88,0.2537,45,138,183,Apr,Cloudy,Summer
2616,2011-04-23,2,0,4,21,0,6,Weekend,2,0.56,0.5303,0.83,0.2836,32,103,135,Apr,Cloudy,Summer
2617,2011-04-23,2,0,4,22,0,6,Weekend,2,0.58,0.5455,0.78,0.2537,55,114,169,Apr,Cloudy,Summer
2618,2011-04-23,2,0,4,23,0,6,Weekend,2,0.54,0.5152,0.88,0.1642,31,86,117,Apr,Cloudy,Summer
2619,2011-04-24,2,0,4,0,0,0,Weekend,1,0.52,0.5,0.83,0.2239,30,66,96,Apr,Clear,Summer
2620,2011-04-24,2,0,4,1,0,0,Weekend,1,0.5,0.4848,0.88,0.194,14,40,54,Apr,Clear,Summer
2621,2011-04-24,2,0,4,2,0,0,Weekend,1,0.5,0.4848,0.88,0.194,27,45,72,Apr,Clear,Summer
2622,2011-04-24,2,0,4,3,0,0,Weekend,1,0.5,0.4848,0.94,0.0896,4,20,24,Apr,Clear,Summer
2623,2011-04-24,2,0,4,4,0,0,Weekend,1,0.5,0.4848,0.94,0.0896,0,5,5,Apr,Clear,Summer
2624,2011-04-24,2,0,4,5,0,0,Weekend,1,0.5,0.4848,0.94,0.0896,5,7,12,Apr,Clear,Summer
2625,2011-04-24,2,0,4,6,0,0,Weekend,2,0.5,0.4848,1.0,0.0,10,3,13,Apr,Cloudy,Summer
2626,2011-04-24,2,0,4,7,0,0,Weekend,2,0.5,0.4848,1.0,0.0,16,11,27,Apr,Cloudy,Summer
2627,2011-04-24,2,0,4,8,0,0,Weekend,1,0.52,0.5,0.94,0.2239,38,42,80,Apr,Clear,Summer
2628,2011-04-24,2,0,4,9,0,0,Weekend,1,0.56,0.5303,0.88,0.2537,73,104,177,Apr,Clear,Summer
2629,2011-04-24,2,0,4,10,0,0,Weekend,1,0.6,0.5758,0.78,0.1642,118,171,289,Apr,Clear,Summer
2630,2011-04-24,2,0,4,11,0,0,Weekend,1,0.66,0.6212,0.65,0.1343,124,193,317,Apr,Clear,Summer
2631,2011-04-24,2,0,4,12,0,0,Weekend,1,0.68,0.6364,0.65,0.2537,168,220,388,Apr,Clear,Summer
2632,2011-04-24,2,0,4,13,0,0,Weekend,1,0.7,0.6515,0.58,0.2836,205,236,441,Apr,Clear,Summer
2633,2011-04-24,2,0,4,14,0,0,Weekend,1,0.7,0.6515,0.54,0.3284,197,223,420,Apr,Clear,Summer
2634,2011-04-24,2,0,4,15,0,0,Weekend,1,0.66,0.6212,0.61,0.2537,167,202,369,Apr,Clear,Summer
2635,2011-04-24,2,0,4,16,0,0,Weekend,1,0.74,0.6667,0.48,0.3881,162,197,359,Apr,Clear,Summer
2636,2011-04-24,2,0,4,17,0,0,Weekend,1,0.66,0.6212,0.65,0.2985,142,189,331,Apr,Clear,Summer
2637,2011-04-24,2,0,4,18,0,0,Weekend,1,0.64,0.6061,0.69,0.1642,96,174,270,Apr,Clear,Summer
2638,2011-04-24,2,0,4,19,0,0,Weekend,3,0.6,0.5606,0.83,0.2836,62,132,194,Apr,Light Snow,Summer
2639,2011-04-24,2,0,4,20,0,0,Weekend,3,0.6,0.5606,0.83,0.2836,34,71,105,Apr,Light Snow,Summer
2640,2011-04-24,2,0,4,21,0,0,Weekend,3,0.54,0.5152,0.94,0.1642,8,53,61,Apr,Light Snow,Summer
2641,2011-04-24,2,0,4,22,0,0,Weekend,3,0.54,0.5152,1.0,0.1642,5,40,45,Apr,Light Snow,Summer
2642,2011-04-24,2,0,4,23,0,0,Weekend,3,0.54,0.5152,1.0,0.0896,5,37,42,Apr,Light Snow,Summer
2643,2011-04-25,2,0,4,0,0,1,Weekday,3,0.52,0.5,1.0,0.0,2,10,12,Apr,Light Snow,Summer
2644,2011-04-25,2,0,4,1,0,1,Weekday,1,0.54,0.5152,1.0,0.0896,2,8,10,Apr,Clear,Summer
2645,2011-04-25,2,0,4,2,0,1,Weekday,1,0.54,0.5152,1.0,0.0896,1,9,10,Apr,Clear,Summer
2646,2011-04-25,2,0,4,3,0,1,Weekday,2,0.5,0.4848,1.0,0.1045,2,8,10,Apr,Cloudy,Summer
2647,2011-04-25,2,0,4,4,0,1,Weekday,2,0.52,0.5,1.0,0.0,1,4,5,Apr,Cloudy,Summer
2648,2011-04-25,2,0,4,5,0,1,Weekday,2,0.46,0.4545,1.0,0.0,3,14,17,Apr,Cloudy,Summer
2649,2011-04-25,2,0,4,6,0,1,Weekday,2,0.5,0.4848,1.0,0.0,7,59,66,Apr,Cloudy,Summer
2650,2011-04-25,2,0,4,7,0,1,Weekday,2,0.52,0.5,1.0,0.0896,13,183,196,Apr,Cloudy,Summer
2651,2011-04-25,2,0,4,8,0,1,Weekday,1,0.56,0.5303,0.88,0.1045,27,326,353,Apr,Clear,Summer
2652,2011-04-25,2,0,4,9,0,1,Weekday,1,0.6,0.5606,0.83,0.1343,27,147,174,Apr,Clear,Summer
2653,2011-04-25,2,0,4,10,0,1,Weekday,1,0.64,0.6061,0.73,0.2239,61,64,125,Apr,Clear,Summer
2654,2011-04-25,2,0,4,11,0,1,Weekday,1,0.64,0.6061,0.73,0.2239,53,94,147,Apr,Clear,Summer
2655,2011-04-25,2,0,4,12,0,1,Weekday,1,0.66,0.6212,0.74,0.2537,48,140,188,Apr,Clear,Summer
2656,2011-04-25,2,0,4,13,0,1,Weekday,1,0.7,0.6515,0.65,0.2239,57,146,203,Apr,Clear,Summer
2657,2011-04-25,2,0,4,14,0,1,Weekday,1,0.72,0.6667,0.54,0.2239,47,99,146,Apr,Clear,Summer
2658,2011-04-25,2,0,4,15,0,1,Weekday,1,0.74,0.6667,0.51,0.2239,50,125,175,Apr,Clear,Summer
2659,2011-04-25,2,0,4,16,0,1,Weekday,1,0.7,0.6515,0.54,0.3582,41,198,239,Apr,Clear,Summer
2660,2011-04-25,2,0,4,17,0,1,Weekday,1,0.7,0.6515,0.54,0.2985,80,441,521,Apr,Clear,Summer
2661,2011-04-25,2,0,4,18,0,1,Weekday,1,0.68,0.6364,0.57,0.3582,74,425,499,Apr,Clear,Summer
2662,2011-04-25,2,0,4,19,0,1,Weekday,1,0.66,0.6212,0.57,0.3284,62,320,382,Apr,Clear,Summer
2663,2011-04-25,2,0,4,20,0,1,Weekday,1,0.66,0.6212,0.61,0.2836,42,195,237,Apr,Clear,Summer
2664,2011-04-25,2,0,4,21,0,1,Weekday,1,0.62,0.6061,0.69,0.2537,41,149,190,Apr,Clear,Summer
2665,2011-04-25,2,0,4,22,0,1,Weekday,1,0.6,0.5909,0.73,0.2985,23,83,106,Apr,Clear,Summer
2666,2011-04-25,2,0,4,23,0,1,Weekday,1,0.58,0.5455,0.78,0.2836,9,53,62,Apr,Clear,Summer
2667,2011-04-26,2,0,4,0,0,2,Weekday,1,0.62,0.6061,0.69,0.2836,10,17,27,Apr,Clear,Summer
2668,2011-04-26,2,0,4,1,0,2,Weekday,1,0.62,0.5909,0.73,0.2836,16,5,21,Apr,Clear,Summer
2669,2011-04-26,2,0,4,2,0,2,Weekday,1,0.56,0.5303,0.83,0.3284,17,9,26,Apr,Clear,Summer
2670,2011-04-26,2,0,4,3,0,2,Weekday,1,0.54,0.5152,0.88,0.2836,17,4,21,Apr,Clear,Summer
2671,2011-04-26,2,0,4,4,0,2,Weekday,1,0.56,0.5303,0.83,0.2537,2,4,6,Apr,Clear,Summer
2672,2011-04-26,2,0,4,5,0,2,Weekday,1,0.54,0.5152,0.88,0.2537,0,16,16,Apr,Clear,Summer
2673,2011-04-26,2,0,4,6,0,2,Weekday,1,0.56,0.5303,0.88,0.2239,0,80,80,Apr,Clear,Summer
2674,2011-04-26,2,0,4,7,0,2,Weekday,1,0.58,0.5455,0.83,0.2985,16,254,270,Apr,Clear,Summer
2675,2011-04-26,2,0,4,8,0,2,Weekday,1,0.58,0.5455,0.83,0.2985,32,417,449,Apr,Clear,Summer
2676,2011-04-26,2,0,4,9,0,2,Weekday,1,0.64,0.6061,0.73,0.3582,35,164,199,Apr,Clear,Summer
2677,2011-04-26,2,0,4,10,0,2,Weekday,1,0.66,0.6212,0.69,0.3582,22,98,120,Apr,Clear,Summer
2678,2011-04-26,2,0,4,11,0,2,Weekday,1,0.68,0.6364,0.65,0.3881,40,132,172,Apr,Clear,Summer
2679,2011-04-26,2,0,4,12,0,2,Weekday,1,0.7,0.6515,0.61,0.4179,40,146,186,Apr,Clear,Summer
2680,2011-04-26,2,0,4,13,0,2,Weekday,1,0.74,0.6667,0.51,0.4478,37,139,176,Apr,Clear,Summer
2681,2011-04-26,2,0,4,14,0,2,Weekday,1,0.72,0.6667,0.58,0.3284,40,115,155,Apr,Clear,Summer
2682,2011-04-26,2,0,4,15,0,2,Weekday,1,0.7,0.6515,0.61,0.3582,34,119,153,Apr,Clear,Summer
2683,2011-04-26,2,0,4,16,0,2,Weekday,1,0.7,0.6515,0.58,0.3881,40,251,291,Apr,Clear,Summer
2684,2011-04-26,2,0,4,17,0,2,Weekday,1,0.68,0.6364,0.61,0.3582,66,455,521,Apr,Clear,Summer
2685,2011-04-26,2,0,4,18,0,2,Weekday,1,0.68,0.6364,0.65,0.4478,65,463,528,Apr,Clear,Summer
2686,2011-04-26,2,0,4,19,0,2,Weekday,1,0.64,0.6061,0.73,0.4179,42,286,328,Apr,Clear,Summer
2687,2011-04-26,2,0,4,20,0,2,Weekday,1,0.64,0.6061,0.73,0.3582,35,199,234,Apr,Clear,Summer
2688,2011-04-26,2,0,4,21,0,2,Weekday,1,0.62,0.5909,0.78,0.2836,33,162,195,Apr,Clear,Summer
2689,2011-04-26,2,0,4,22,0,2,Weekday,2,0.6,0.5606,0.83,0.194,32,116,148,Apr,Cloudy,Summer
2690,2011-04-26,2,0,4,23,0,2,Weekday,2,0.6,0.5606,0.83,0.2239,7,71,78,Apr,Cloudy,Summer
2691,2011-04-27,2,0,4,0,0,3,Weekday,1,0.6,0.5606,0.83,0.2239,3,24,27,Apr,Clear,Summer
2692,2011-04-27,2,0,4,1,0,3,Weekday,1,0.6,0.5606,0.83,0.2537,2,15,17,Apr,Clear,Summer
2693,2011-04-27,2,0,4,2,0,3,Weekday,1,0.58,0.5455,0.88,0.2537,0,5,5,Apr,Clear,Summer
2694,2011-04-27,2,0,4,3,0,3,Weekday,2,0.58,0.5455,0.88,0.2836,3,4,7,Apr,Cloudy,Summer
2695,2011-04-27,2,0,4,4,0,3,Weekday,1,0.56,0.5303,0.94,0.2239,0,6,6,Apr,Clear,Summer
2696,2011-04-27,2,0,4,5,0,3,Weekday,2,0.56,0.5303,0.94,0.2537,1,16,17,Apr,Cloudy,Summer
2697,2011-04-27,2,0,4,6,0,3,Weekday,1,0.56,0.5303,0.94,0.2537,5,79,84,Apr,Clear,Summer
2698,2011-04-27,2,0,4,7,0,3,Weekday,2,0.58,0.5455,0.88,0.2836,17,229,246,Apr,Cloudy,Summer
2699,2011-04-27,2,0,4,8,0,3,Weekday,2,0.58,0.5455,0.88,0.3284,31,413,444,Apr,Cloudy,Summer
2700,2011-04-27,2,0,4,9,0,3,Weekday,2,0.6,0.5455,0.88,0.4179,20,161,181,Apr,Cloudy,Summer
2701,2011-04-27,2,0,4,10,0,3,Weekday,2,0.62,0.5758,0.83,0.2836,26,66,92,Apr,Cloudy,Summer
2702,2011-04-27,2,0,4,11,0,3,Weekday,2,0.64,0.5909,0.78,0.2836,53,103,156,Apr,Cloudy,Summer
2703,2011-04-27,2,0,4,12,0,3,Weekday,1,0.66,0.6061,0.78,0.3284,38,135,173,Apr,Clear,Summer
2704,2011-04-27,2,0,4,13,0,3,Weekday,1,0.64,0.5909,0.78,0.2985,31,119,150,Apr,Clear,Summer
2705,2011-04-27,2,0,4,14,0,3,Weekday,1,0.68,0.6364,0.74,0.2836,29,119,148,Apr,Clear,Summer
2706,2011-04-27,2,0,4,15,0,3,Weekday,1,0.7,0.6515,0.65,0.4925,18,120,138,Apr,Clear,Summer
2707,2011-04-27,2,0,4,16,0,3,Weekday,1,0.7,0.6515,0.7,0.3881,29,189,218,Apr,Clear,Summer
2708,2011-04-27,2,0,4,17,0,3,Weekday,3,0.66,0.6061,0.83,0.3881,63,458,521,Apr,Light Snow,Summer
2709,2011-04-27,2,0,4,18,0,3,Weekday,3,0.66,0.6061,0.83,0.3881,46,366,412,Apr,Light Snow,Summer
2710,2011-04-27,2,0,4,19,0,3,Weekday,1,0.62,0.5909,0.78,0.2836,40,220,260,Apr,Clear,Summer
2711,2011-04-27,2,0,4,20,0,3,Weekday,1,0.64,0.5758,0.83,0.3284,30,188,218,Apr,Clear,Summer
2712,2011-04-27,2,0,4,21,0,3,Weekday,1,0.62,0.5606,0.88,0.2836,19,126,145,Apr,Clear,Summer
2713,2011-04-27,2,0,4,22,0,3,Weekday,2,0.62,0.5606,0.88,0.3284,18,111,129,Apr,Cloudy,Summer
2714,2011-04-27,2,0,4,23,0,3,Weekday,2,0.62,0.5606,0.88,0.3582,25,53,78,Apr,Cloudy,Summer
2715,2011-04-28,2,0,4,0,0,4,Weekday,1,0.64,0.5909,0.78,0.3582,13,41,54,Apr,Clear,Summer
2716,2011-04-28,2,0,4,1,0,4,Weekday,2,0.62,0.5758,0.83,0.3881,8,12,20,Apr,Cloudy,Summer
2717,2011-04-28,2,0,4,2,0,4,Weekday,2,0.62,0.5758,0.83,0.4478,14,7,21,Apr,Cloudy,Summer
2718,2011-04-28,2,0,4,3,0,4,Weekday,2,0.64,0.5909,0.78,0.3881,2,1,3,Apr,Cloudy,Summer
2719,2011-04-28,2,0,4,4,0,4,Weekday,2,0.62,0.5758,0.83,0.4179,4,5,9,Apr,Cloudy,Summer
2720,2011-04-28,2,0,4,5,0,4,Weekday,2,0.62,0.5758,0.83,0.3881,0,13,13,Apr,Cloudy,Summer
2721,2011-04-28,2,0,4,6,0,4,Weekday,2,0.64,0.5909,0.78,0.4627,7,79,86,Apr,Cloudy,Summer
2722,2011-04-28,2,0,4,7,0,4,Weekday,2,0.64,0.5909,0.78,0.4478,14,201,215,Apr,Cloudy,Summer
2723,2011-04-28,2,0,4,8,0,4,Weekday,2,0.66,0.6061,0.78,0.4478,31,367,398,Apr,Cloudy,Summer
2724,2011-04-28,2,0,4,9,0,4,Weekday,3,0.62,0.5606,0.88,0.3284,18,165,183,Apr,Light Snow,Summer
2725,2011-04-28,2,0,4,10,0,4,Weekday,2,0.62,0.5606,0.88,0.2836,9,45,54,Apr,Cloudy,Summer
2726,2011-04-28,2,0,4,11,0,4,Weekday,2,0.62,0.5758,0.83,0.2836,10,74,84,Apr,Cloudy,Summer
2727,2011-04-28,2,0,4,12,0,4,Weekday,2,0.62,0.5909,0.78,0.2537,23,84,107,Apr,Cloudy,Summer
2728,2011-04-28,2,0,4,13,0,4,Weekday,2,0.62,0.5758,0.83,0.2985,18,103,121,Apr,Cloudy,Summer
2729,2011-04-28,2,0,4,14,0,4,Weekday,1,0.62,0.5758,0.83,0.2985,21,121,142,Apr,Clear,Summer
2730,2011-04-28,2,0,4,15,0,4,Weekday,1,0.66,0.6212,0.69,0.3284,46,117,163,Apr,Clear,Summer
2731,2011-04-28,2,0,4,16,0,4,Weekday,1,0.62,0.5909,0.78,0.2537,42,228,270,Apr,Clear,Summer
2732,2011-04-28,2,0,4,17,0,4,Weekday,1,0.64,0.6212,0.47,0.3582,49,406,455,Apr,Clear,Summer
2733,2011-04-28,2,0,4,18,0,4,Weekday,1,0.64,0.6212,0.47,0.3582,44,486,530,Apr,Clear,Summer
2734,2011-04-28,2,0,4,19,0,4,Weekday,1,0.62,0.6212,0.43,0.2985,57,347,404,Apr,Clear,Summer
2735,2011-04-28,2,0,4,20,0,4,Weekday,1,0.58,0.5455,0.43,0.2239,49,220,269,Apr,Clear,Summer
2736,2011-04-28,2,0,4,21,0,4,Weekday,1,0.56,0.5303,0.46,0.1343,27,167,194,Apr,Clear,Summer
2737,2011-04-28,2,0,4,22,0,4,Weekday,1,0.54,0.5152,0.45,0.1642,34,119,153,Apr,Clear,Summer
2738,2011-04-28,2,0,4,23,0,4,Weekday,1,0.54,0.5152,0.39,0.0896,29,81,110,Apr,Clear,Summer
2739,2011-04-29,2,0,4,0,0,5,Weekday,1,0.52,0.5,0.39,0.2836,11,37,48,Apr,Clear,Summer
2740,2011-04-29,2,0,4,1,0,5,Weekday,1,0.5,0.4848,0.45,0.0896,10,21,31,Apr,Clear,Summer
2741,2011-04-29,2,0,4,2,0,5,Weekday,1,0.46,0.4545,0.63,0.1045,2,8,10,Apr,Clear,Summer
2742,2011-04-29,2,0,4,3,0,5,Weekday,1,0.46,0.4545,0.59,0.0896,1,4,5,Apr,Clear,Summer
2743,2011-04-29,2,0,4,4,0,5,Weekday,1,0.46,0.4545,0.51,0.1343,0,6,6,Apr,Clear,Summer
2744,2011-04-29,2,0,4,5,0,5,Weekday,1,0.46,0.4545,0.47,0.1343,0,25,25,Apr,Clear,Summer
2745,2011-04-29,2,0,4,6,0,5,Weekday,1,0.5,0.4848,0.45,0.2836,4,67,71,Apr,Clear,Summer
2746,2011-04-29,2,0,4,7,0,5,Weekday,1,0.52,0.5,0.42,0.194,18,222,240,Apr,Clear,Summer
2747,2011-04-29,2,0,4,8,0,5,Weekday,1,0.54,0.5152,0.39,0.2985,35,386,421,Apr,Clear,Summer
2748,2011-04-29,2,0,4,9,0,5,Weekday,1,0.54,0.5152,0.39,0.3284,45,185,230,Apr,Clear,Summer
2749,2011-04-29,2,0,4,10,0,5,Weekday,1,0.56,0.5303,0.4,0.2836,57,99,156,Apr,Clear,Summer
2750,2011-04-29,2,0,4,11,0,5,Weekday,1,0.6,0.6212,0.38,0.2239,49,108,157,Apr,Clear,Summer
2751,2011-04-29,2,0,4,12,0,5,Weekday,1,0.56,0.5303,0.37,0.2836,63,160,223,Apr,Clear,Summer
2752,2011-04-29,2,0,4,13,0,5,Weekday,1,0.56,0.5303,0.37,0.2985,74,234,308,Apr,Clear,Summer
2753,2011-04-29,2,0,4,14,0,5,Weekday,1,0.6,0.6212,0.35,0.3284,58,190,248,Apr,Clear,Summer
2754,2011-04-29,2,0,4,15,0,5,Weekday,2,0.56,0.5303,0.4,0.2985,77,175,252,Apr,Cloudy,Summer
2755,2011-04-29,2,0,4,16,0,5,Weekday,2,0.54,0.5152,0.42,0.3582,59,240,299,Apr,Cloudy,Summer
2756,2011-04-29,2,0,4,17,0,5,Weekday,2,0.52,0.5,0.45,0.3881,75,433,508,Apr,Cloudy,Summer
2757,2011-04-29,2,0,4,18,0,5,Weekday,1,0.52,0.5,0.48,0.3582,55,384,439,Apr,Clear,Summer
2758,2011-04-29,2,0,4,19,0,5,Weekday,1,0.46,0.4545,0.55,0.3284,40,230,270,Apr,Clear,Summer
2759,2011-04-29,2,0,4,20,0,5,Weekday,1,0.48,0.4697,0.48,0.2239,34,160,194,Apr,Clear,Summer
2760,2011-04-29,2,0,4,21,0,5,Weekday,1,0.46,0.4545,0.51,0.194,50,145,195,Apr,Clear,Summer
2761,2011-04-29,2,0,4,22,0,5,Weekday,1,0.42,0.4242,0.58,0.1642,36,110,146,Apr,Clear,Summer
2762,2011-04-29,2,0,4,23,0,5,Weekday,2,0.44,0.4394,0.54,0.0896,25,88,113,Apr,Cloudy,Summer
2763,2011-04-30,2,0,4,0,0,6,Weekend,2,0.44,0.4394,0.54,0.2537,33,73,106,Apr,Cloudy,Summer
2764,2011-04-30,2,0,4,1,0,6,Weekend,2,0.44,0.4394,0.54,0.1642,15,59,74,Apr,Cloudy,Summer
2765,2011-04-30,2,0,4,2,0,6,Weekend,2,0.44,0.4394,0.54,0.2239,12,53,65,Apr,Cloudy,Summer
2766,2011-04-30,2,0,4,3,0,6,Weekend,2,0.42,0.4242,0.54,0.194,4,13,17,Apr,Cloudy,Summer
2767,2011-04-30,2,0,4,4,0,6,Weekend,2,0.42,0.4242,0.54,0.2239,2,5,7,Apr,Cloudy,Summer
2768,2011-04-30,2,0,4,5,0,6,Weekend,1,0.42,0.4242,0.54,0.3881,3,4,7,Apr,Clear,Summer
2769,2011-04-30,2,0,4,6,0,6,Weekend,1,0.4,0.4091,0.58,0.2836,10,11,21,Apr,Clear,Summer
2770,2011-04-30,2,0,4,7,0,6,Weekend,1,0.4,0.4091,0.54,0.3881,21,27,48,Apr,Clear,Summer
2771,2011-04-30,2,0,4,8,0,6,Weekend,1,0.4,0.4091,0.54,0.2985,21,70,91,Apr,Clear,Summer
2772,2011-04-30,2,0,4,9,0,6,Weekend,1,0.44,0.4394,0.51,0.3582,35,121,156,Apr,Clear,Summer
2773,2011-04-30,2,0,4,10,0,6,Weekend,1,0.48,0.4697,0.44,0.3881,94,185,279,Apr,Clear,Summer
2774,2011-04-30,2,0,4,11,0,6,Weekend,1,0.5,0.4848,0.42,0.3582,120,201,321,Apr,Clear,Summer
2775,2011-04-30,2,0,4,12,0,6,Weekend,1,0.52,0.5,0.42,0.3881,178,238,416,Apr,Clear,Summer
2776,2011-04-30,2,0,4,13,0,6,Weekend,1,0.54,0.5152,0.39,0.2985,185,270,455,Apr,Clear,Summer
2777,2011-04-30,2,0,4,14,0,6,Weekend,1,0.54,0.5152,0.39,0.2239,184,268,452,Apr,Clear,Summer
2778,2011-04-30,2,0,4,15,0,6,Weekend,1,0.56,0.5303,0.37,0.1343,217,282,499,Apr,Clear,Summer
2779,2011-04-30,2,0,4,16,0,6,Weekend,1,0.58,0.5455,0.37,0.194,191,273,464,Apr,Clear,Summer
2780,2011-04-30,2,0,4,17,0,6,Weekend,1,0.56,0.5303,0.43,0.1343,162,245,407,Apr,Clear,Summer
2781,2011-04-30,2,0,4,18,0,6,Weekend,1,0.54,0.5152,0.43,0.1343,134,237,371,Apr,Clear,Summer
2782,2011-04-30,2,0,4,19,0,6,Weekend,1,0.54,0.5152,0.43,0.1343,150,237,387,Apr,Clear,Summer
2783,2011-04-30,2,0,4,20,0,6,Weekend,1,0.44,0.4394,0.62,0.1343,65,159,224,Apr,Clear,Summer
2784,2011-04-30,2,0,4,21,0,6,Weekend,1,0.44,0.4394,0.62,0.1343,58,119,177,Apr,Clear,Summer
2785,2011-04-30,2,0,4,22,0,6,Weekend,1,0.44,0.4394,0.67,0.1045,37,106,143,Apr,Clear,Summer
2786,2011-04-30,2,0,4,23,0,6,Weekend,1,0.44,0.4394,0.67,0.1045,34,91,125,Apr,Clear,Summer
2787,2011-05-01,2,0,5,0,0,0,Weekend,1,0.42,0.4242,0.67,0.0896,19,77,96,May,Clear,Summer
2788,2011-05-01,2,0,5,1,0,0,Weekend,1,0.42,0.4242,0.69,0.1045,9,50,59,May,Clear,Summer
2789,2011-05-01,2,0,5,2,0,0,Weekend,1,0.42,0.4242,0.77,0.1045,7,43,50,May,Clear,Summer
2790,2011-05-01,2,0,5,3,0,0,Weekend,1,0.4,0.4091,0.82,0.1045,8,15,23,May,Clear,Summer
2791,2011-05-01,2,0,5,4,0,0,Weekend,1,0.4,0.4091,0.76,0.1045,6,11,17,May,Clear,Summer
2792,2011-05-01,2,0,5,5,0,0,Weekend,1,0.4,0.4091,0.82,0.0896,0,10,10,May,Clear,Summer
2793,2011-05-01,2,0,5,6,0,0,Weekend,2,0.4,0.4091,0.82,0.0896,4,9,13,May,Cloudy,Summer
2794,2011-05-01,2,0,5,7,0,0,Weekend,2,0.42,0.4242,0.77,0.0896,7,26,33,May,Cloudy,Summer
2795,2011-05-01,2,0,5,8,0,0,Weekend,2,0.44,0.4394,0.77,0.1343,16,43,59,May,Cloudy,Summer
2796,2011-05-01,2,0,5,9,0,0,Weekend,2,0.46,0.4545,0.72,0.1343,45,96,141,May,Cloudy,Summer
2797,2011-05-01,2,0,5,10,0,0,Weekend,2,0.48,0.4697,0.63,0.194,109,155,264,May,Cloudy,Summer
2798,2011-05-01,2,0,5,11,0,0,Weekend,1,0.46,0.4545,0.82,0.1045,109,141,250,May,Clear,Summer
2799,2011-05-01,2,0,5,12,0,0,Weekend,2,0.48,0.4697,0.77,0.1045,109,172,281,May,Cloudy,Summer
2800,2011-05-01,2,0,5,13,0,0,Weekend,2,0.5,0.4848,0.63,0.1642,123,209,332,May,Cloudy,Summer
2801,2011-05-01,2,0,5,14,0,0,Weekend,2,0.5,0.4848,0.68,0.1045,85,153,238,May,Cloudy,Summer
2802,2011-05-01,2,0,5,15,0,0,Weekend,2,0.5,0.4848,0.72,0.0,113,153,266,May,Cloudy,Summer
2803,2011-05-01,2,0,5,16,0,0,Weekend,2,0.5,0.4848,0.72,0.194,75,139,214,May,Cloudy,Summer
2804,2011-05-01,2,0,5,17,0,0,Weekend,2,0.48,0.4697,0.82,0.2537,60,136,196,May,Cloudy,Summer
2805,2011-05-01,2,0,5,18,0,0,Weekend,2,0.46,0.4545,0.82,0.0896,33,126,159,May,Cloudy,Summer
